117000,118500,1947.84,114000,116500,1334.31,21909,5.62,1979.63,6.4,1.83,2.41,51.16,1403,3.729,8907.58,12.4,86.11,867.4,457.23,2503.93,8131.33,1482,15601.27,12.6,4.4,1611,7.5,111.25,11.785,254.81,50.33,53.35,194.07,497.52,1546,1.4225,52287013,4.84,1336.72,114000,117500
116400,117500,1905.64,114500,114500,1336.65,8087,5.59,1965.32,8.3,1.86,2.41,50.98,1322,3.54,8924.75,15,86.88,887,436.18,2557.46,7841.73,1456,15750.91,13.2,-1.3,1506,8.8,111.25,12.1,240.19,45.88,50.9,194.38,483.8,1503,1.3316,52287013,4.82,1329,117500,117500
116300,118500,1890.89,114500,117500,1366.63,23894,5.57,1950.64,0,1.57,2.41,48.58,2400,3.511,8711.33,14.8,86.86,882.1,428.51,2535.83,7969.56,1433.5,15285.89,13.8,9.9,2217,12.8,111.25,12.055,240.66,46.51,49.82,196.18,491.94,1508,1.3478,52287013,4.81,1336.39,117500,117500
117100,118000,1900.17,115500,116500,1370.91,9082,5.59,1983.63,0,1.57,2.41,48.61,2400,3.532,8727.3,12.6,86.66,891.8,426.42,2461.35,7886.57,1445.5,14878.45,13.3,6.2,1413,14.4,111.25,12.3,251.08,48.85,49.81,198.13,497.19,1108,1.3299,52287013,4.84,1336.81,117500,119000
118000,119000,1916.92,117500,118500,1371.69,14850,5.55,1950.14,5.9,1.89,2.41,48.25,1516,3.409,8847.01,11.5,86.01,905.9,423.98,2463.95,7957.06,1468,15214.46,12.4,2.5,809,12,111.25,12.75,249.36,49.62,50.11,197.06,509.9,1540,1.3179,52287013,4.83,1356.02,119000,118500
118000,119500,1942.2,117000,119500,1377.55,8837,5.37,1984.86,9.2,1.84,2.41,48.94,1532,3.297,8707.99,12,84.96,913.6,430.24,2448.59,8076.29,1455.5,15258.85,12.2,3.1,1624,8.1,111.25,12.915,253.65,51.55,51.67,197.62,514.09,1617,1.3683,52287013,4.72,1368.8,118500,117500
118200,118500,1965.44,116500,117500,1387.34,10144,5.35,1966.13,0.4,1.88,2.41,48.81,1304,3.253,8726.34,10.8,85.61,907.4,419.75,2405.35,8025,1435,14840.42,12.2,2.7,1631,6.3,111.25,12.95,250.8,50.14,50.32,196.54,507.5,1520,1.3229,52287013,4.73,1354.1,117500,118500
118000,120000,1974.33,117000,118500,1388.41,10261,5.21,1961.26,9.8,1.85,2.41,48.02,1420,3.321,8493.77,11.7,85.69,892.8,419.75,2401.44,8016.95,1428.5,14555.11,12.1,4.8,1626,13.2,111.25,12.395,246.67,49.92,49.39,196.32,505.97,1619,1.3167,52287013,4.56,1339.83,118500,116500
117800,119000,1929.53,116500,119000,1399.64,8008,5.23,1976.52,9.9,1.84,2.41,49.2,1433,3.403,8493.77,12.8,84.75,899.8,427.99,2468.19,8185.73,1456,14956.95,12.7,4.6,1604,13.5,111.25,12.754,251.55,50.97,50.78,198,479.37,1634,1.3291,52287013,4.56,1300.24,116500,118000
118500,118500,1992.6,116000,116500,1382.92,5857,5.29,1988.5,12.2,1.85,2.41,50.06,1458,3.373,8828.26,14,84.69,890.7,427.55,2477.57,8168.12,1467,15520.99,13.2,1.5,1656,9.3,104.52,12.305,258.54,51.12,50.8,197.52,494.47,1650,1.3147,43846738,4.69,1338.42,118000,122000
119000,122000,2034.66,118000,119500,1315.06,14038,5.45,1953.11,10.2,1.77,2.41,52.62,1438,3.725,8977.37,16.3,84.31,901.6,447.39,2559.91,8426.74,1518.5,16381.05,14.6,10,1744,8.4,104.52,13.093,272.31,54.47,53.53,191.73,500.98,1458,1.4345,43846738,4.86,1369.36,122000,120000
119200,123000,2052.56,119500,123000,1288.65,13353,5.45,1921.65,9.6,1.72,2.41,53.97,1513,3.887,8977.37,17.9,84.21,910.5,462.43,2592.52,8512.28,1533,16834.57,15.8,10.3,1421,9,104.52,13.692,270.61,56.34,56.15,186.91,507.01,1350,1.4713,43846738,4.88,1397.92,120000,119500
